Nachrichtentyp,Datun,Uhrzeit,Absender,Ort,Text
Antwort ,2016.05.31,18:00:40,BORYS,<LOCATION>,"Meldung automatisch durch Report ""AI_SDK_SP_AUTO_CLOSE"" verarbeitet.

Neuer : <(>&<)><(>&<)>'Quittiert'(E0008)<(>&<)><(>&<)>"
